Date,State,TotalSamples,Positive,Negative
22-05-2020,Haryana,91119,1067,85317
23-05-2020,Haryana,94035,1131,88051
24-05-2020,Haryana,97006,1184,91138
25-05-2020,Haryana,99987,1213,94725
26-05-2020,Haryana,102018,1305,97350
27-05-2020,Haryana,104747,1381,99555
28-05-2020,Haryana,108031,1504,102260
29-05-2020,Haryana,110940,1721,105169
30-05-2020,Haryana,114683,1923,108385
31-05-2020,Haryana,118138,2091,11709
01-06-2020,Haryana,121779,2356,114792
02-06-2020,Haryana,124564,2652,117340
03-06-2020,Haryana,127895,2954,120393
04-06-2020,Haryana,132575,3281,124769
05-06-2020,Haryana,137452,3597,129027
06-06-2020,Haryana,141688,3952,132684
07-06-2020,Haryana,145722,4448,136555
08-06-2020,Haryana,150220,4854,140081
09-06-2020,Haryana,153692,5209,143513
10-06-2020,Haryana,158470,5438,147453
11-06-2020,Haryana,162967,5968,151060
12-06-2020,Haryana,167501,6334,155395
13-06-2020,Haryana,171560,6749,159333
14-06-2020,Haryana,185722,7208,172678
15-06-2020,Haryana,189914,7722,176741
16-06-2020,Haryana,193421,8272,180051
17-06-2020,Haryana,197703,8832,183395
18-06-2020,Haryana,202808,9218,187303
19-06-2020,Haryana,207675,9743,192082
20-06-2020,Haryana,212430,10223,196836
21-06-2020,Haryana,217797,10635,201984
22-06-2020,Haryana,222948,11025,206436
23-06-2020,Haryana,226951,11520,210998
24-06-2020,Haryana,231673,12010,214896
25-06-2020,Haryana,236898,12463,219064
26-06-2020,Haryana,241941,12884,223797
27-06-2020,Haryana,247139,13427,228275
28-06-2020,Haryana,252356,13829,233567
10-04-2020,Himachal Pradesh,900,30,870
11-04-2020,Himachal Pradesh,900,30,870
12-04-2020,Himachal Pradesh,1113,32,944
13-04-2020,Himachal Pradesh,1210,32,1109
14-04-2020,Himachal Pradesh,1311,32,1232
15-04-2020,Himachal Pradesh,1426,35,1391
16-04-2020,Himachal Pradesh,1604,35,1559
17-04-2020,Himachal Pradesh,1992,36,1740
18-04-2020,Himachal Pradesh,2207,39,2091
19-04-2020,Himachal Pradesh,2553,39,2337
20-04-2020,Himachal Pradesh,2892,39,2714
21-04-2020,Himachal Pradesh,3341,39,2933
22-04-2020,Himachal Pradesh,3700,39,3510
23-04-2020,Himachal Pradesh,4020,40,3943
24-04-2020,Himachal Pradesh,4328,40,4160
25-04-2020,Himachal Pradesh,4623,40,4363
26-04-2020,Himachal Pradesh,4901,40,4794
27-04-2020,Himachal Pradesh,5106,40,5022
28-04-2020,Himachal Pradesh,5391,40,5344
29-04-2020,Himachal Pradesh,5772,40,5726
30-04-2020,Himachal Pradesh,6133,40,6091
01-05-2020,Himachal Pradesh,6472,40,6432
02-05-2020,Himachal Pradesh,6836,40,6791
03-05-2020,Himachal Pradesh,7185,40,7133
04-05-2020,Himachal Pradesh,7430,41,7320
05-05-2020,Himachal Pradesh,7893,42,7800
06-05-2020,Himachal Pradesh,8491,43,8055
07-05-2020,Himachal Pradesh,9005,46,8833
08-05-2020,Himachal Pradesh,9522,50,9434
09-05-2020,Himachal Pradesh,10208,52,10047
10-05-2020,Himachal Pradesh,10791,55,10343
11-05-2020,Himachal Pradesh,11267,59,11016
12-05-2020,Himachal Pradesh,12224,66,11846
13-05-2020,Himachal Pradesh,13190,67,12867
14-05-2020,Himachal Pradesh,14256,70,13307
15-05-2020,Himachal Pradesh,15557,76,15076
16-05-2020,Himachal Pradesh,16534,78,16079
17-05-2020,Himachal Pradesh,17417,80,17049
18-05-2020,Himachal Pradesh,18224,90,17946
19-05-2020,Himachal Pradesh,19645,92,18994
20-05-2020,Himachal Pradesh,21147,110,20449
21-05-2020,Himachal Pradesh,22641,152,21812
22-05-2020,Himachal Pradesh,24246,168,23307
23-05-2020,Himachal Pradesh,25905,185,24625
24-05-2020,Himachal Pradesh,27288,203,26524
25-05-2020,Himachal Pradesh,28346,223,27596
26-05-2020,Himachal Pradesh,29379,247,28989
27-05-2020,Himachal Pradesh,30852,273,30019
28-05-2020,Himachal Pradesh,32449,281,31655
29-05-2020,Himachal Pradesh,33979,295,33486
30-05-2020,Himachal Pradesh,35668,313,34933
31-05-2020,Himachal Pradesh,37168,331,36618
01-06-2020,Himachal Pradesh,37897,340,37233
02-06-2020,Himachal Pradesh,39620,345,38993
03-06-2020,Himachal Pradesh,41351,359,40621
04-06-2020,Himachal Pradesh,42703,383,42081
05-06-2020,Himachal Pradesh,43688,393,43149
06-06-2020,Himachal Pradesh,44509,400,43942
07-06-2020,Himachal Pradesh,45888,411,45254
08-06-2020,Himachal Pradesh,46416,421,45956
09-06-2020,Himachal Pradesh,47655,437,46541
10-06-2020,Himachal Pradesh,48922,451,48123
11-06-2020,Himachal Pradesh,50222,470,49465
12-06-2020,Himachal Pradesh,51420,486,50793
13-06-2020,Himachal Pradesh,52737,493,51106
14-06-2020,Himachal Pradesh,53946,518,53301
15-06-2020,Himachal Pradesh,54484,556,53923
16-06-2020,Himachal Pradesh,56106,560,55333
17-06-2020,Himachal Pradesh,57479,585,56861
18-06-2020,Himachal Pradesh,59214,595,58063
19-06-2020,Himachal Pradesh,60814,627,59675
20-06-2020,Himachal Pradesh,62580,656,61662
21-06-2020,Himachal Pradesh,64338,673,62882
22-06-2020,Himachal Pradesh,65189,727,64324
23-06-2020,Himachal Pradesh,67020,775,65803
24-06-2020,Himachal Pradesh,68899,806,67420
25-06-2020,Himachal Pradesh,71078,839,69917
26-06-2020,Himachal Pradesh,72688,864,71426
27-06-2020,Himachal Pradesh,74764,894,73722
28-06-2020,Himachal Pradesh,76556,916,75285
05-04-2020,Jammu and Kashmir,1551,106,1429
10-04-2020,Jammu and Kashmir,2961,207,2754
11-04-2020,Jammu and Kashmir,3206,224,2982
12-04-2020,Jammu and Kashmir,3600,245,3355
13-04-2020,Jammu and Kashmir,4065,270,3795
14-04-2020,Jammu and Kashmir,4619,278,4341
15-04-2020,Jammu and Kashmir,5171,300,4871
16-04-2020,Jammu and Kashmir,5680,314,5366
17-04-2020,Jammu and Kashmir,6438,328,6110
18-04-2020,Jammu and Kashmir,6937,341,6596
19-04-2020,Jammu and Kashmir,7895,350,7545
20-04-2020,Jammu and Kashmir,8612,368,8244
21-04-2020,Jammu and Kashmir,9220,380,8840
22-04-2020,Jammu and Kashmir,10039,407,9632
23-04-2020,Jammu and Kashmir,10977,427,10550
24-04-2020,Jammu and Kashmir,11764,454,11310
25-04-2020,Jammu and Kashmir,12835,494,12341
26-04-2020,Jammu and Kashmir,13959,523,13436
27-04-2020,Jammu and Kashmir,14988,546,14442
28-04-2020,Jammu and Kashmir,16619,565,16054
29-04-2020,Jammu and Kashmir,18450,581,17869
30-04-2020,Jammu and Kashmir,19746,614,19132
01-05-2020,Jammu and Kashmir,21695,639,21056
02-05-2020,Jammu and Kashmir,23406,666,22794
03-05-2020,Jammu and Kashmir,26038,701,25337
04-05-2020,Jammu and Kashmir,28199,726,27473
05-05-2020,Jammu and Kashmir,31312,741,30571
06-05-2020,Jammu and Kashmir,34277,775,33502
07-05-2020,Jammu and Kashmir,37706,793,36913
08-05-2020,Jammu and Kashmir,42427,823,41604
09-05-2020,Jammu and Kashmir,44753,836,43917
10-05-2020,Jammu and Kashmir,47080,861,46291
11-05-2020,Jammu and Kashmir,51334,879,50455
12-05-2020,Jammu and Kashmir,53726,934,52792
13-05-2020,Jammu and Kashmir,57111,971,56140
14-05-2020,Jammu and Kashmir,63515,983,62532
15-05-2020,Jammu and Kashmir,70306,1013,69293
16-05-2020,Jammu and Kashmir,76191,1121,75070
17-05-2020,Jammu and Kashmir,80934,1183,79751
18-05-2020,Jammu and Kashmir,88601,1289,87312
19-05-2020,Jammu and Kashmir,96826,1317,95509
20-05-2020,Jammu and Kashmir,101950,1390,100560
21-05-2020,Jammu and Kashmir,107108,1449,105659
22-05-2020,Jammu and Kashmir,114859,1489,113370
23-05-2020,Jammu and Kashmir,124074,1569,122505
24-05-2020,Jammu and Kashmir,130433,1621,128812
25-05-2020,Jammu and Kashmir,134188,1668,132520
26-05-2020,Jammu and Kashmir,140962,1759,139203
27-05-2020,Jammu and Kashmir,145162,1921,143241
28-05-2020,Jammu and Kashmir,153522,2036,151486
29-05-2020,Jammu and Kashmir,158729,2164,156565
30-05-2020,Jammu and Kashmir,164581,2341,162240
31-05-2020,Jammu and Kashmir,171045,2446,168599
01-06-2020,Jammu and Kashmir,176309,2601,173708
02-06-2020,Jammu and Kashmir,183067,2718,180349
03-06-2020,Jammu and Kashmir,189364,2857,186507
04-06-2020,Jammu and Kashmir,195677,3142,192535
05-06-2020,Jammu and Kashmir,202257,3324,198933
06-06-2020,Jammu and Kashmir,211880,3467,208413
07-06-2020,Jammu and Kashmir,218481,4087,214394
08-06-2020,Jammu and Kashmir,227906,4285,223621
09-06-2020,Jammu and Kashmir,235816,4346,231470
10-06-2020,Jammu and Kashmir,241891,4507,237384
11-06-2020,Jammu and Kashmir,247267,4574,242693
12-06-2020,Jammu and Kashmir,254059,4730,249329
13-06-2020,Jammu and Kashmir,260098,4878,255220
14-06-2020,Jammu and Kashmir,266163,5041,261122
15-06-2020,Jammu and Kashmir,271416,5220,266196
16-06-2020,Jammu and Kashmir,276174,5298,270876
17-06-2020,Jammu and Kashmir,282268,5406,276862
18-06-2020,Jammu and Kashmir,289027,5555,283472
19-06-2020,Jammu and Kashmir,295202,5680,289522
20-06-2020,Jammu and Kashmir,301209,5834,295375
21-06-2020,Jammu and Kashmir,307638,5956,301682
22-06-2020,Jammu and Kashmir,313687,6088,307599
23-06-2020,Jammu and Kashmir,319664,6236,313428
24-06-2020,Jammu and Kashmir,326430,6422,320008
25-06-2020,Jammu and Kashmir,332445,6549,325896
26-06-2020,Jammu and Kashmir,338903,6762,332141
27-06-2020,Jammu and Kashmir,345426,6966,338460
28-06-2020,Jammu and Kashmir,351865,7093,344772
10-04-2020,Jharkhand,1340,14,1326
11-04-2020,Jharkhand,1546,17,1529
12-04-2020,Jharkhand,1683,17,1666
13-04-2020,Jharkhand,1982,19,1963
14-04-2020,Jharkhand,2334,27,2307
17-04-2020,Jharkhand,3143,32,3111
18-04-2020,Jharkhand,3431,33,3398
19-04-2020,Jharkhand,3646,38,3608
20-04-2020,Jharkhand,4235,45,4190
22-04-2020,Jharkhand,5176,49,5127
23-04-2020,Jharkhand,5380,53,5327
24-04-2020,Jharkhand,6162,57,6105
25-04-2020,Jharkhand,6970,67,6903
26-04-2020,Jharkhand,7806,82,7724
27-04-2020,Jharkhand,8757,103,8654
28-04-2020,Jharkhand,9408,105,9303
29-04-2020,Jharkhand,10268,107,10161
30-04-2020,Jharkhand,10987,109,10878
01-05-2020,Jharkhand,11771,113,11658
02-05-2020,Jharkhand,12393,115,12278
03-05-2020,Jharkhand,13055,115,12940
04-05-2020,Jharkhand,13832,115,13717
05-05-2020,Jharkhand,15064,125,14939
06-05-2020,Jharkhand,15908,127,15799
07-05-2020,Jharkhand,17101,132,16969
08-05-2020,Jharkhand,17219,132,17087
09-05-2020,Jharkhand,18632,154,18478
10-05-2020,Jharkhand,20832,157,20675
11-05-2020,Jharkhand,21201,160,21041
12-05-2020,Jharkhand,22815,164,22651
13-05-2020,Jharkhand,25769,177,25592
14-05-2020,Jharkhand,27789,197,27592
15-05-2020,Jharkhand,29236,211,29025
16-05-2020,Jharkhand,31025,217,30808
17-05-2020,Jharkhand,33220,223,32997
18-05-2020,Jharkhand,35359,228,35131
19-05-2020,Jharkhand,37589,248,37341
20-05-2020,Jharkhand,39402,281,39121
21-05-2020,Jharkhand,41936,303,41633
22-05-2020,Jharkhand,43988,323,43665
23-05-2020,Jharkhand,45785,350,45435
24-05-2020,Jharkhand,48641,370,48271
25-05-2020,Jharkhand,50709,405,50304
26-05-2020,Jharkhand,53309,426,52883
27-05-2020,Jharkhand,55427,458,54969
28-05-2020,Jharkhand,57250,469,56781
29-05-2020,Jharkhand,59452,521,58931
30-05-2020,Jharkhand,62916,563,62353
31-05-2020,Jharkhand,65886,610,65256
01-06-2020,Jharkhand,69187,661,68526
02-06-2020,Jharkhand,71296,712,70584
03-06-2020,Jharkhand,74499,764,73735
04-06-2020,Jharkhand,77641,827,76814
05-06-2020,Jharkhand,80097,922,79175
06-06-2020,Jharkhand,84444,1028,83416
07-06-2020,Jharkhand,87721,1103,86618
08-06-2020,Jharkhand,92325,1290,91035
09-06-2020,Jharkhand,95099,1416,93683
10-06-2020,Jharkhand,95500,1423,94077
11-06-2020,Jharkhand,99931,1599,98332
12-06-2020,Jharkhand,102092,1656,100436
13-06-2020,Jharkhand,103905,1711,102194
14-06-2020,Jharkhand,106104,1761,104343
15-06-2020,Jharkhand,108576,1793,106783
16-06-2020,Jharkhand,110813,1839,108974
17-06-2020,Jharkhand,113004,1895,111109
18-06-2020,Jharkhand,115186,1919,113267
19-06-2020,Jharkhand,117569,1961,115608
20-06-2020,Jharkhand,120892,2024,117722
21-06-2020,Jharkhand,121770,2089,119681
22-06-2020,Jharkhand,124008,2140,121868
23-06-2020,Jharkhand,126007,2193,123814
24-06-2020,Jharkhand,128214,2219,125995
25-06-2020,Jharkhand,131169,2261,128908
26-06-2020,Jharkhand,133082,2294,130788
27-06-2020,Jharkhand,135276,2339,132937
28-06-2020,Jharkhand,137438,2364,135074
03-04-2020,Karnataka,4587,128,4281
07-04-2020,Karnataka,6580,175,5942
08-04-2020,Karnataka,6967,181,6473
09-04-2020,Karnataka,7613,197,7176
10-04-2020,Karnataka,7975,207,7673
11-04-2020,Karnataka,8560,215,8231
12-04-2020,Karnataka,9251,232,8831
13-04-2020,Karnataka,10017,247,9572
14-04-2020,Karnataka,11107,260,10554
15-04-2020,Karnataka,12483,279,11905
16-04-2020,Karnataka,13724,315,13074
17-04-2020,Karnataka,17594,359,14606
18-04-2020,Karnataka,19186,384,15658
19-04-2020,Karnataka,21367,390,17662
20-04-2020,Karnataka,23460,408,19497
21-04-2020,Karnataka,26233,418,22222
22-04-2020,Karnataka,29512,427,25424
23-04-2020,Karnataka,32122,445,28174
24-04-2020,Karnataka,35958,474,31914
25-04-2020,Karnataka,39083,500,34888
26-04-2020,Karnataka,42964,503,38207
27-04-2020,Karnataka,45685,512,43791
28-04-2020,Karnataka,50512,523,48508
29-04-2020,Karnataka,55404,535,53241
30-04-2020,Karnataka,60156,565,57548
01-05-2020,Karnataka,64898,589,61855
02-05-2020,Karnataka,69730,601,66475
03-05-2020,Karnataka,74898,614,70998
04-05-2020,Karnataka,79193,651,74664
05-05-2020,Karnataka,83806,673,78860
06-05-2020,Karnataka,88777,693,83056
07-05-2020,Karnataka,93535,705,87756
08-05-2020,Karnataka,98081,753,92237
09-05-2020,Karnataka,103098,794,97326
10-05-2020,Karnataka,107311,848,102266
11-05-2020,Karnataka,111595,862,106467
12-05-2020,Karnataka,116533,925,111264
13-05-2020,Karnataka,121178,959,119420
14-05-2020,Karnataka,128373,987,126766
15-05-2020,Karnataka,133724,1056,132074
16-05-2020,Karnataka,140024,1092,138216
17-05-2020,Karnataka,145398,1147,143444
18-05-2020,Karnataka,151663,1246,149566
19-05-2020,Karnataka,158599,1395,156247
20-05-2020,Karnataka,166781,1462,164199
21-05-2020,Karnataka,174297,1605,171484
22-05-2020,Karnataka,186526,1743,183088
23-05-2020,Karnataka,196196,1959,192127
24-05-2020,Karnataka,206313,2089,201978
25-05-2020,Karnataka,219894,2182,215308
26-05-2020,Karnataka,228914,2283,223477
27-05-2020,Karnataka,241608,2418,235876
28-05-2020,Karnataka,252078,2533,246115
29-05-2020,Karnataka,264489,2781,258130
30-05-2020,Karnataka,280217,2922,273404
31-05-2020,Karnataka,293575,3221,286245
01-06-2020,Karnataka,304816,3408,297052
02-06-2020,Karnataka,319628,3796,310967
03-06-2020,Karnataka,334825,4063,325686
04-06-2020,Karnataka,347093,4320,337154
05-06-2020,Karnataka,360720,4835,349951
06-06-2020,Karnataka,372582,5213,361382
07-06-2020,Karnataka,384442,5452,372399
08-06-2020,Karnataka,393221,5760,380630
09-06-2020,Karnataka,400257,5921,387027
10-06-2020,Karnataka,408506,6041,394603
11-06-2020,Karnataka,416506,6245,402105
12-06-2020,Karnataka,426341,6516,411244
13-06-2020,Karnataka,436518,6824,420773
14-06-2020,Karnataka,443969,7000,427608
15-06-2020,Karnataka,449331,7213,432346
16-06-2020,Karnataka,457267,7530,439654
17-06-2020,Karnataka,464798,7734,446448
18-06-2020,Karnataka,473507,7944,454476
19-06-2020,Karnataka,484060,8281,464338
20-06-2020,Karnataka,493893,8697,473357
21-06-2020,Karnataka,506765,9150,485345
22-06-2020,Karnataka,515969,9399,493921
23-06-2020,Karnataka,526538,9721,503734
24-06-2020,Karnataka,539247,10118,515388
25-06-2020,Karnataka,553325,10560,527731
26-06-2020,Karnataka,568058,11005,541548
27-06-2020,Karnataka,581635,11923,554095
28-06-2020,Karnataka,595470,13190,566543
01-04-2020,Kerala,7965,265,7256
02-04-2020,Kerala,8456,286,7622
03-04-2020,Kerala,9139,295,8126
04-04-2020,Kerala,9744,306,8586
05-04-2020,Kerala,10221,314,9300
06-04-2020,Kerala,10716,327,9607
07-04-2020,Kerala,11232,336,10250
08-04-2020,Kerala,11986,354,10906
09-04-2020,Kerala,12710,357,11469
10-04-2020,Kerala,13339,364,12335
11-04-2020,Kerala,14163,373,12818
12-04-2020,Kerala,14989,375,13802
13-04-2020,Kerala,15683,378,14829
14-04-2020,Kerala,16235,386,15488
15-04-2020,Kerala,16475,387,16002
16-04-2020,Kerala,17400,394,16459
17-04-2020,Kerala,18029,395,17279
18-04-2020,Kerala,18774,399,17763
19-04-2020,Kerala,19351,401,18547
20-04-2020,Kerala,19756,408,19074
21-04-2020,Kerala,20252,426,19442
22-04-2020,Kerala,20821,437,19998
23-04-2020,Kerala,21334,447,20326
24-04-2020,Kerala,21940,450,20830
25-04-2020,Kerala,22360,457,21475
26-04-2020,Kerala,22954,468,21997
27-04-2020,Kerala,24146,481,23148
28-04-2020,Kerala,24855,485,24078
29-04-2020,Kerala,25827,495,24681
30-04-2020,Kerala,27481,497,26032
01-05-2020,Kerala,29012,497,27224
02-05-2020,Kerala,33276,499,31592
03-05-2020,Kerala,34608,499,33294
04-05-2020,Kerala,35441,499,34161
05-05-2020,Kerala,36312,502,35244
06-05-2020,Kerala,37546,502,36210
07-05-2020,Kerala,38206,502,36856
08-05-2020,Kerala,39266,503,38294
09-05-2020,Kerala,40123,505,39233
10-05-2020,Kerala,41279,512,40155
11-05-2020,Kerala,41700,512,40889
12-05-2020,Kerala,42461,524,41621
13-05-2020,Kerala,43648,534,42574
14-05-2020,Kerala,45039,560,43868
15-05-2020,Kerala,46831,576,45063
16-05-2020,Kerala,48433,587,46458
17-05-2020,Kerala,50036,601,47964
18-05-2020,Kerala,51059,630,49763
19-05-2020,Kerala,52588,642,50867
20-05-2020,Kerala,54633,666,52689
21-05-2020,Kerala,56373,690,54541
22-05-2020,Kerala,58382,733,56165
23-05-2020,Kerala,60443,795,58192
24-05-2020,Kerala,61900,848,59943
25-05-2020,Kerala,63009,897,61698
26-05-2020,Kerala,65303,964,63010
27-05-2020,Kerala,67961,1004,65099
28-05-2020,Kerala,70622,1089,67677
29-05-2020,Kerala,74214,1151,71083
30-05-2020,Kerala,77257,1209,73775
31-05-2020,Kerala,77508,1270,75697
01-06-2020,Kerala,82449,1327,78310
02-06-2020,Kerala,86169,1413,81157
03-06-2020,Kerala,95348,1495,84870
04-06-2020,Kerala,99692,1589,87403
05-06-2020,Kerala,104045,1700,92818
06-06-2020,Kerala,107796,1808,97114
07-06-2020,Kerala,111930,1915,100319
08-06-2020,Kerala,113956,2006,103472
09-06-2020,Kerala,126088,2097,111892
10-06-2020,Kerala,131006,2162,116425
11-06-2020,Kerala,135974,2245,130857
12-06-2020,Kerala,140457,2323,134743
13-06-2020,Kerala,144842,2408,
14-06-2020,Kerala,149164,2462,
15-06-2020,Kerala,151686,2544,
16-06-2020,Kerala,157117,2623,
17-06-2020,Kerala,161829,2698,
18-06-2020,Kerala,169035,2795,
19-06-2020,Kerala,173729,2913,
20-06-2020,Kerala,178559,3040,
21-06-2020,Kerala,183201,3173,
22-06-2020,Kerala,185903,3311,
23-06-2020,Kerala,192059,3452,
24-06-2020,Kerala,197567,3604,
25-06-2020,Kerala,203574,3727,
26-06-2020,Kerala,209456,3877,
27-06-2020,Kerala,215243,4072,
28-06-2020,Kerala,220821,4190,
13-04-2020,Ladakh,618,17,
14-04-2020,Ladakh,760,17,615
15-04-2020,Ladakh,820,18,657
16-04-2020,Ladakh,917,18,695
19-04-2020,Ladakh,991,18,797
21-04-2020,Ladakh,1137,18,896
29-04-2020,Ladakh,1949,22,1299
30-04-2020,Ladakh,2245,22,1384
01-05-2020,Ladakh,2430,22,1545
02-05-2020,Ladakh,2434,23,1618
03-05-2020,Ladakh,2434,41,1674
04-05-2020,Ladakh,2639,41,1879
09-05-2020,Ladakh,3503,42,2948
13-05-2020,Ladakh,3683,43,3353
16-05-2020,Ladakh,4067,43,3571
18-05-2020,Ladakh,4219,43,3791
19-05-2020,Ladakh,4730,43,3935
21-05-2020,Ladakh,5291,44,4081
22-05-2020,Ladakh,5505,44,4173
23-05-2020,Ladakh,5727,49,4505
24-05-2020,Ladakh,5730,52,4733
25-05-2020,Ladakh,5896,53,4894
30-05-2020,Ladakh,7354,74,6145
31-05-2020,Ladakh,7354,77,6167
02-06-2020,Ladakh,8310,81,6465
05-06-2020,Ladakh,9754,97,7204
06-06-2020,Ladakh,10164,99,7214
09-06-2020,Ladakh,10249,108,7888
11-06-2020,Ladakh,10855,135,8222
12-06-2020,Ladakh,10986,239,8460
13-06-2020,Ladakh,11135,437,8814
14-06-2020,Ladakh,11135,539,9087
15-06-2020,Ladakh,11260,555,9456
16-06-2020,Ladakh,11537,649,9660
17-06-2020,Ladakh,11626,687,9833
18-06-2020,Ladakh,12082,687,9901
19-06-2020,Ladakh,12516,744,10091
20-06-2020,Ladakh,12838,836,10307
21-06-2020,Ladakh,12838,837,10398
22-06-2020,Ladakh,13018,847,10715
23-06-2020,Ladakh,13118,932,10927
24-06-2020,Ladakh,13313,932,11191
25-06-2020,Ladakh,13521,941,11285
26-06-2020,Ladakh,13636,946,11563
27-06-2020,Ladakh,13717,960,11775
05-04-2020,Madhya Pradesh,2812,193,1954
07-04-2020,Madhya Pradesh,3770,290,3125
08-04-2020,Madhya Pradesh,4056,341,3443
09-04-2020,Madhya Pradesh,5135,411,3989
10-04-2020,Madhya Pradesh,7049,451,4840
11-04-2020,Madhya Pradesh,8516,529,5790
12-04-2020,Madhya Pradesh,10481,562,6875
13-04-2020,Madhya Pradesh,10481,614,6875
14-04-2020,Madhya Pradesh,8105,741,7103
15-04-2020,Madhya Pradesh,9596,938,8658
16-04-2020,Madhya Pradesh,13492,1164,12326
17-04-2020,Madhya Pradesh,15302,1310,13992
18-04-2020,Madhya Pradesh,14978,1402,13576
19-04-2020,Madhya Pradesh,17835,1407,16428
20-04-2020,Madhya Pradesh,19142,1485,17657
21-04-2020,Madhya Pradesh,20905,1552,19353
22-04-2020,Madhya Pradesh,22664,1587,21077
23-04-2020,Madhya Pradesh,24548,1687,22861
24-04-2020,Madhya Pradesh,26233,1846,24387
25-04-2020,Madhya Pradesh,27866,1945,25921
26-04-2020,Madhya Pradesh,25232,2090,21716
27-04-2020,Madhya Pradesh,27009,2165,23500
28-04-2020,Madhya Pradesh,31060,2387,26159
29-04-2020,Madhya Pradesh,33837,2560,29261
30-04-2020,Madhya Pradesh,41712,2625,29816
01-05-2020,Madhya Pradesh,44116,2715,39353
02-05-2020,Madhya Pradesh,46578,2788,41460
03-05-2020,Madhya Pradesh,49186,2837,43937
04-05-2020,Madhya Pradesh,52095,2942,46634
05-05-2020,Madhya Pradesh,54595,3049,48931
06-05-2020,Madhya Pradesh,54595,3138,51479
07-05-2020,Madhya Pradesh,61020,3252,55002
08-05-2020,Madhya Pradesh,63705,3341,57528
09-05-2020,Madhya Pradesh,68010,3457,61629
10-05-2020,Madhya Pradesh,72069,3614,65436
11-05-2020,Madhya Pradesh,76039,3785,69187
12-05-2020,Madhya Pradesh,80885,3986,73761
13-05-2020,Madhya Pradesh,85903,4173,77738
14-05-2020,Madhya Pradesh,89760,4426,82028
15-05-2020,Madhya Pradesh,93849,4595,85879
16-05-2020,Madhya Pradesh,99677,4790,91393
17-05-2020,Madhya Pradesh,103898,4977,95355
18-05-2020,Madhya Pradesh,112168,5236,100469
19-05-2020,Madhya Pradesh,116473,5465,104348
20-05-2020,Madhya Pradesh,120737,5735,108744
21-05-2020,Madhya Pradesh,125608,5981,112947
22-05-2020,Madhya Pradesh,129060,6170,116835
23-05-2020,Madhya Pradesh,132769,6371,121033
24-05-2020,Madhya Pradesh,135889,6665,124549
25-05-2020,Madhya Pradesh,138584,6859,128267
26-05-2020,Madhya Pradesh,141508,7024,131415
27-05-2020,Madhya Pradesh,146144,7261,134774
28-05-2020,Madhya Pradesh,151182,7453,138387
29-05-2020,Madhya Pradesh,155436,7645,142383
30-05-2020,Madhya Pradesh,161552,7891,146616
31-05-2020,Madhya Pradesh,167808,8089,151793
01-06-2020,Madhya Pradesh,172019,8283,157790
02-06-2020,Madhya Pradesh,177481,8420,163100
03-06-2020,Madhya Pradesh,183662,8588,168219
04-06-2020,Madhya Pradesh,189252,8762,173392
05-06-2020,Madhya Pradesh,195249,8996,179234
06-06-2020,Madhya Pradesh,200913,9228,184202
07-06-2020,Madhya Pradesh,208514,9401,190155
08-06-2020,Madhya Pradesh,215194,9638,196497
09-06-2020,Madhya Pradesh,220936,9849,203131
10-06-2020,Madhya Pradesh,228042,10049,210081
11-06-2020,Madhya Pradesh,233740,10241,217860
12-06-2020,Madhya Pradesh,241461,10443,224064
13-06-2020,Madhya Pradesh,246973,10641,231123
14-06-2020,Madhya Pradesh,252762,10802,236649
15-06-2020,Madhya Pradesh,258040,10935,242117
16-06-2020,Madhya Pradesh,263983,11083,247196
17-06-2020,Madhya Pradesh,271205,11244,253474
18-06-2020,Madhya Pradesh,277451,11426,260395
19-06-2020,Madhya Pradesh,282674,11582,267247
20-06-2020,Madhya Pradesh,290831,11724,273628
21-06-2020,Madhya Pradesh,296943,11903,280480
22-06-2020,Madhya Pradesh,302673,12078,286516
23-06-2020,Madhya Pradesh,307812,12261,291733
24-06-2020,Madhya Pradesh,314978,12448,298712
25-06-2020,Madhya Pradesh,321595,12595,305182
26-06-2020,Madhya Pradesh,329079,12798,312463
27-06-2020,Madhya Pradesh,337041,12965,320258
28-06-2020,Madhya Pradesh,344836,13186,327832
05-04-2020,Maharashtra,16008,,14837
06-04-2020,Maharashtra,17563,868,15808
07-04-2020,Maharashtra,20877,1018,19290
09-04-2020,Maharashtra,20877,868,19290
10-04-2020,Maharashtra,30000,1135,28865
11-04-2020,Maharashtra,31841,1761,30477
12-04-2020,Maharashtra,35668,1761,34094
13-04-2020,Maharashtra,39725,1996,37964
14-04-2020,Maharashtra,41071,2340,39089
15-04-2020,Maharashtra,45142,2690,42808
16-04-2020,Maharashtra,50882,2916,48198
17-04-2020,Maharashtra,55678,3204,52762
18-04-2020,Maharashtra,60166,3323,56964
19-04-2020,Maharashtra,66796,3651,63476
20-04-2020,Maharashtra,71321,4204,67673
21-04-2020,Maharashtra,75838,4676,71638
22-04-2020,Maharashtra,82304,5229,77638
23-04-2020,Maharashtra,89197,5218,83979
24-04-2020,Maharashtra,95210,6427,89561
25-04-2020,Maharashtra,100912,6817,94485
26-04-2020,Maharashtra,107979,7928,101162
27-04-2020,Maharashtra,115147,8068,107519
28-04-2020,Maharashtra,120620,8590,112552
29-04-2020,Maharashtra,128726,9318,120136
30-04-2020,Maharashtra,135694,9915,126376
01-05-2020,Maharashtra,144159,10498,134244
02-05-2020,Maharashtra,151085,11506,140587
